,time,a_x,a_y,a_z,v_roll,v_pitch,v_yaw
59,1.4278569642410601,508205.0,-289.0,-330.0,548671.0,395.0,415.0
60,1.4351087771942985,517517.0,353.0,402.0,557620.0,102.0,108.0
61,1.442360590147537,526065.0,288.0,328.0,566835.0,37.0,39.0
62,1.449612403100775,534638.0,244.0,278.0,576129.0,39.0,41.0
63,1.4568642160540135,543013.0,18.0,20.0,585414.0,34.0,36.0
64,1.464116029007252,551639.0,24.0,28.0,594746.0,68.0,72.0
65,1.47136784196049,559851.0,-352.0,-401.0,603737.0,-188.0,-197.0
66,1.4786196549137285,569116.0,247.0,281.0,613303.0,45.0,47.0
67,1.4858714678669667,577741.0,252.0,287.0,622891.0,298.0,313.0
68,1.493123280820205,586497.0,380.0,433.0,631679.0,-130.0,-137.0
69,1.5003750937734432,594369.0,-313.0,-357.0,641542.0,356.0,374.0
70,1.5076269067266816,603118.0,-193.0,-219.0,650693.0,236.0,248.0
71,1.51487871967992,612070.0,116.0,133.0,659881.0,148.0,155.0
72,1.5221305326331582,620689.0,116.0,132.0,668593.0,-345.0,-363.0
73,1.5293823455863966,628826.0,-331.0,-377.0,678072.0,-186.0,-195.0
74,1.536634158539635,637484.0,-294.0,-335.0,687896.0,267.0,280.0
75,1.5438859714928732,646007.0,-384.0,-437.0,696929.0,46.0,49.0
76,1.5511377844461114,655404.0,338.0,385.0,706351.0,157.0,166.0
77,1.5583895973993498,663893.0,217.0,247.0,715755.0,253.0,266.0
78,1.5656414103525882,672330.0,48.0,55.0,725166.0,355.0,373.0
79,1.5728932233058264,680750.0,-136.0,-155.0,734001.0,-34.0,-35.0
80,1.5801450362590648,689562.0,43.0,49.0,743055.0,-236.0,-248.0
81,1.5873968492123032,697723.0,-382.0,-435.0,753046.0,359.0,377.0
82,1.5946486621655414,706654.0,-91.0,-104.0,761654.0,-223.0,-234.0
83,1.6019004751187795,715459.0,81.0,92.0,770975.0,-197.0,-207.0
84,1.609152288072018,723884.0,-98.0,-112.0,780514.0,12.0,13.0
85,1.6164041010252563,732628.0,16.0,19.0,789951.0,136.0,143.0
86,1.6236559139784945,740863.0,-339.0,-386.0,799523.0,375.0,394.0
87,1.630907726931733,750070.0,206.0,235.0,808166.0,-177.0,-186.0
88,1.6381595398849713,758802.0,311.0,355.0,817379.0,-244.0,-257.0
89,1.6454113528382095,767035.0,-47.0,-54.0,827236.0,237.0,249.0
90,1.6526631657914477,775933.0,212.0,241.0,836458.0,177.0,187.0
91,1.6599149787446863,784629.0,284.0,323.0,845337.0,-173.0,-182.0
92,1.6671667916979245,793068.0,116.0,132.0,854854.0,18.0,19.0
93,1.6744186046511627,801692.0,121.0,138.0,864468.0,293.0,308.0
94,1.681670417604401,809788.0,-364.0,-414.0,873382.0,-28.0,-30.0
95,1.6889222305576395,818729.0,-65.0,-74.0,882621.0,-73.0,-77.0
96,1.6961740435108776,827334.0,-78.0,-89.0,891538.0,-393.0,-413.0
97,1.703425856464116,836213.0,163.0,185.0,901232.0,-49.0,-52.0
98,1.7106776694173544,844721.0,59.0,68.0,910384.0,-169.0,-178.0
99,1.7179294823705926,853271.0,-3.0,-4.0,920308.0,370.0,389.0
100,1.7251812953238308,861887.0,-6.0,-6.0,929341.0,149.0,156.0
101,1.7324331082770692,870598.0,79.0,90.0,938659.0,172.0,181.0
102,1.7396849212303076,879048.0,-78.0,-89.0,947976.0,193.0,203.0
103,1.7469367341835458,887413.0,-313.0,-357.0,957132.0,77.0,81.0
104,1.7541885471367842,896706.0,312.0,355.0,966188.0,-123.0,-129.0
105,1.7614403600900226,904964.0,-22.0,-25.0,975786.0,137.0,145.0
106,1.7686921730432608,913703.0,88.0,100.0,984846.0,-59.0,-62.0
107,1.775943985996499,922354.0,118.0,134.0,994639.0,367.0,386.0
108,1.7831957989497376,930418.0,-397.0,-452.0,1003419.0,-67.0,-71.0
109,1.7904476119029757,939709.0,227.0,258.0,1012852.0,52.0,55.0
110,1.797699424856214,948432.0,324.0,368.0,1022105.0,19.0,20.0
111,1.8049512378094523,956496.0,-192.0,-218.0,1031192.0,-155.0,-163.0
112,1.8122030507626907,965690.0,342.0,389.0,1040289.0,-320.0,-337.0
113,1.819454863715929,973866.0,-69.0,-79.0,1049962.0,4.0,4.0
114,1.8267066766691673,982463.0,-89.0,-101.0,1059043.0,-175.0,-184.0
115,1.8339584896224057,991346.0,155.0,177.0,1068608.0,57.0,60.0
116,1.8412103025756439,999919.0,112.0,128.0,1077704.0,-109.0,-114.0
117,1.848462115528882,1008497.0,75.0,85.0,1087491.0,312.0,328.0
118,1.8557139284821205,1016733.0,-280.0,-319.0,1096733.0,270.0,284.0
119,1.8629657414353589,1025818.0,152.0,173.0,1105863.0,133.0,139.0
120,1.870217554388597,1034287.0,12.0,14.0,1115121.0,103.0,109.0
121,1.8774693673418354,1042915.0,21.0,24.0,1124066.0,-191.0,-201.0
122,1.8847211802950739,1051886.0,348.0,397.0,1133393.0,-161.0,-169.0
123,1.891972993248312,1060126.0,-3.0,-4.0,1143263.0,331.0,348.0
124,1.8992248062015502,1068777.0,25.0,29.0,1151872.0,-250.0,-263.0
125,1.9064766191547886,1077246.0,-113.0,-128.0,1161352.0,-89.0,-94.0
126,1.913728432108027,1085826.0,-149.0,-170.0,1171032.0,241.0,253.0
127,1.9209802450612652,1094923.0,294.0,335.0,1179781.0,-221.0,-232.0
128,1.9282320580145036,1102898.0,-303.0,-345.0,1189395.0,53.0,55.0
129,1.935483870967742,1111610.0,-217.0,-247.0,1198817.0,165.0,173.0
130,1.9427356839209802,1120095.0,-341.0,-388.0,1208370.0,387.0,407.0
131,1.9499874968742186,1129245.0,151.0,172.0,1217525.0,271.0,285.0
132,1.957239309827457,1137908.0,192.0,219.0,1226939.0,375.0,394.0
133,1.9644911227806952,1146242.0,-72.0,-82.0,1235410.0,-324.0,-341.0
134,1.9717429357339333,1154801.0,-127.0,-145.0,1245010.0,-61.0,-64.0
135,1.9789947486871717,1163868.0,288.0,328.0,1254474.0,85.0,89.0
136,1.9862465616404101,1172454.0,257.0,293.0,1263971.0,260.0,273.0
137,1.9934983745936483,1180729.0,-61.0,-70.0,1272904.0,-45.0,-47.0
138,2.0007501875468865,1189596.0,168.0,192.0,1282643.0,336.0,353.0
139,2.0080020005001247,1198174.0,130.0,148.0,1291920.0,323.0,339.0
140,2.0152538134533633,1206267.0,-358.0,-407.0,1300948.0,98.0,103.0
141,2.022505626406602,1215635.0,338.0,385.0,1310484.0,306.0,322.0
142,2.02975743935984,1223580.0,-287.0,-327.0,1319835.0,357.0,375.0
143,2.0370092523130783,1232186.0,-300.0,-341.0,1329103.0,337.0,354.0
144,2.0442610652663165,1241446.0,295.0,336.0,1337630.0,-314.0,-330.0
145,2.0515128782195546,1250098.0,326.0,371.0,1347244.0,-39.0,-41.0
146,2.0587646911727933,1258383.0,16.0,18.0,1356787.0,174.0,183.0
147,2.0660165041260314,1267270.0,265.0,301.0,1365657.0,-184.0,-194.0
148,2.07326831707927,1275342.0,-243.0,-276.0,1375142.0,-20.0,-21.0
149,2.0805201300325082,1284569.0,322.0,366.0,1384220.0,-201.0,-212.0
150,2.0877719429857464,1292501.0,-316.0,-360.0,1393861.0,95.0,100.0
151,2.0950237559389846,1301600.0,130.0,148.0,1402726.0,-268.0,-281.0
152,2.102275568892223,1310487.0,379.0,431.0,1411872.0,-392.0,-412.0
153,2.1095273818454614,1318939.0,223.0,254.0,1421494.0,-110.0,-115.0
154,2.1167791947986996,1326996.0,-298.0,-339.0,1430647.0,-228.0,-240.0
155,2.124031007751938,1336332.0,368.0,419.0,1440517.0,264.0,277.0
156,2.1312828207051764,1344141.0,-385.0,-438.0,1449743.0,208.0,219.0
157,2.1385346336584146,1352806.0,-342.0,-389.0,1458352.0,-373.0,-392.0
158,2.1457864466116527,1361477.0,-294.0,-334.0,1468446.0,310.0,326.0
159,2.153038259564891,1370007.0,-375.0,-428.0,1477057.0,-270.0,-284.0
160,2.1602900725181295,1379144.0,104.0,119.0,1486360.0,-260.0,-274.0
161,2.1675418854713677,1387384.0,-246.0,-280.0,1496087.0,110.0,116.0
162,2.1747936984246063,1396560.0,270.0,307.0,1505172.0,-65.0,-68.0
163,2.1820455113778445,1404962.0,69.0,78.0,1514147.0,-334.0,-352.0
164,2.1892973243310827,1413840.0,310.0,353.0,1524196.0,310.0,326.0
165,2.196549137284321,1422220.0,87.0,99.0,1533003.0,-102.0,-107.0
166,2.203800950237559,1430934.0,175.0,200.0,1542105.0,-264.0,-277.0
167,2.2110527631907977,1438939.0,-394.0,-449.0,1552108.0,341.0,359.0
168,2.218304576144036,1447856.0,-117.0,-133.0,1560912.0,-73.0,-77.0
169,2.2255563890972745,1456220.0,-354.0,-403.0,1570309.0,15.0,16.0
170,2.2328082020505127,1464992.0,-212.0,-241.0,1579871.0,246.0,259.0
171,2.240060015003751,1473902.0,58.0,66.0,1589202.0,280.0,294.0
172,2.247311827956989,1482786.0,304.0,346.0,1597808.0,-304.0,-319.0
173,2.254563640910227,1491485.0,379.0,431.0,1607204.0,-215.0,-227.0
174,2.261815453863466,1499984.0,267.0,304.0,1616356.0,-334.0,-352.0
175,2.2690672668167045,1508306.0,-8.0,-9.0,1626158.0,100.0,105.0
176,2.2763190797699426,1517150.0,200.0,228.0,1635459.0,108.0,114.0
177,2.283570892723181,1525816.0,244.0,278.0,1644602.0,-18.0,-19.0
178,2.290822705676419,1533801.0,-344.0,-392.0,1653813.0,-86.0,-91.0
179,2.298074518629657,1542941.0,140.0,159.0,1663132.0,-64.0,-67.0
180,2.3053263315828953,1551130.0,-260.0,-296.0,1672942.0,377.0,396.0
181,2.312578144536134,1559705.0,-300.0,-342.0,1681583.0,-177.0,-186.0
182,2.3198299574893726,1568868.0,204.0,233.0,1691538.0,389.0,408.0
183,2.3270817704426108,1577196.0,-65.0,-74.0,1700701.0,279.0,293.0
184,2.334333583395849,1586184.0,277.0,316.0,1710121.0,388.0,408.0
185,2.341585396349087,1594611.0,98.0,112.0,1718725.0,-197.0,-207.0
186,2.3488372093023253,1602725.0,-370.0,-421.0,1728454.0,174.0,183.0
187,2.356089022255564,1612165.0,392.0,447.0,1737732.0,163.0,171.0
188,2.363340835208802,1620021.0,-316.0,-360.0,1747125.0,249.0,262.0
189,2.3705926481620407,1628712.0,-248.0,-283.0,1755926.0,-168.0,-176.0
190,2.377844461115279,1637721.0,113.0,128.0,1765661.0,209.0,220.0
191,2.385096274068517,1646317.0,91.0,104.0,1774375.0,-282.0,-297.0
192,2.3923480870217553,1654517.0,-297.0,-338.0,1784202.0,173.0,182.0
193,2.3995998999749935,1663073.0,-355.0,-405.0,1792974.0,-269.0,-283.0
194,2.406851712928232,1672066.0,-8.0,-9.0,1802305.0,-236.0,-248.0
195,2.4141035258814703,1680770.0,70.0,80.0,1811516.0,-305.0,-320.0
196,2.421355338834709,1689025.0,-268.0,-305.0,1820945.0,-188.0,-197.0
197,2.428607151787947,1698319.0,360.0,410.0,1830296.0,-136.0,-143.0
198,2.4358589647411852,1706331.0,-204.0,-232.0,1840061.0,266.0,280.0
199,2.4431107776944234,1715467.0,276.0,315.0,1849249.0,178.0,187.0
200,2.4503625906476616,1723440.0,-324.0,-368.0,1858778.0,380.0,399.0
201,2.4576144036009,1732422.0,13.0,15.0,1867981.0,305.0,320.0
202,2.4648662165541384,1741106.0,73.0,83.0,1877147.0,197.0,207.0
203,2.472118029507377,1749365.0,-261.0,-297.0,1885806.0,-341.0,-359.0
204,2.479369842460615,1758462.0,183.0,208.0,1895262.0,-201.0,-212.0
205,2.4866216554138534,1767210.0,303.0,345.0,1905143.0,301.0,316.0
206,2.4938734683670916,1775200.0,-280.0,-319.0,1914272.0,162.0,170.0
207,2.5011252813203297,1784387.0,246.0,281.0,1923639.0,226.0,237.0
208,2.5083770942735684,1793018.0,258.0,294.0,1932629.0,-30.0,-32.0
209,2.5156289072268065,1801342.0,-15.0,-17.0,1942034.0,65.0,68.0
210,2.522880720180045,1809768.0,-195.0,-222.0,1951356.0,91.0,96.0
211,2.5301325331332833,1818862.0,246.0,280.0,1960171.0,-314.0,-330.0
212,2.5373843460865215,1827191.0,-23.0,-26.0,1969626.0,-175.0,-184.0
213,2.5446361590397597,1835842.0,6.0,7.0,1979115.0,-6.0,-7.0
214,2.551887971992998,1844770.0,293.0,334.0,1988371.0,-37.0,-39.0
215,2.5591397849462365,1852977.0,-89.0,-101.0,1997614.0,-79.0,-83.0
216,2.566391597899475,1861323.0,-343.0,-390.0,2006730.0,-229.0,-240.0
217,2.5736434108527133,1870099.0,-196.0,-223.0,2016096.0,-165.0,-174.0
218,2.5808952238059515,1878703.0,-210.0,-240.0,2025789.0,176.0,185.0
219,2.5881470367591897,1887712.0,151.0,172.0,2034886.0,10.0,11.0
220,2.595398849712428,1896486.0,296.0,337.0,2044256.0,77.0,81.0
221,2.602650662665666,1904843.0,52.0,59.0,2053022.0,-370.0,-389.0
222,2.6099024756189046,1913171.0,-218.0,-248.0,2062428.0,-273.0,-287.0
223,2.6171542885721433,1922381.0,331.0,377.0,2071875.0,-140.0,-148.0
224,2.6244061015253815,1931010.0,340.0,387.0,2081674.0,292.0,307.0
225,2.6316579144786196,1939140.0,-113.0,-129.0,2090772.0,126.0,133.0
226,2.638909727431858,1947802.0,-73.0,-83.0,2100016.0,86.0,90.0
227,2.646161540385096,1956449.0,-48.0,-54.0,2109048.0,-135.0,-142.0
228,2.6534133533383346,1964863.0,-237.0,-270.0,2118329.0,-144.0,-151.0
229,2.660665166291573,1973682.0,-51.0,-59.0,2127752.0,-32.0,-34.0
230,2.6679169792448114,1982271.0,-79.0,-90.0,2136851.0,-197.0,-207.0
231,2.6751687921980496,1991332.0,330.0,376.0,2146272.0,-86.0,-90.0
232,2.6824206051512878,1999595.0,0.0,0.0,2155854.0,160.0,169.0
233,2.689672418104526,2007998.0,-200.0,-228.0,2165336.0,323.0,340.0
234,2.696924231057764,2016580.0,-234.0,-267.0,2174303.0,46.0,49.0
235,2.7041760440110028,2025278.0,-161.0,-183.0,2183832.0,249.0,261.0
236,2.711427856964241,2034377.0,284.0,324.0,2192443.0,-331.0,-348.0
237,2.7186796699174796,2042784.0,87.0,100.0,2202220.0,82.0,87.0
238,2.7259314828707177,2051197.0,-103.0,-118.0,2211579.0,139.0,146.0
239,2.733183295823956,2060281.0,328.0,373.0,2220873.0,141.0,149.0
240,2.740435108777194,2068718.0,159.0,181.0,2230220.0,188.0,198.0
241,2.7476869217304323,2077357.0,177.0,202.0,2239455.0,140.0,147.0
242,2.754938734683671,2085872.0,81.0,92.0,2248270.0,-265.0,-279.0
243,2.762190547636909,2094610.0,192.0,218.0,2257968.0,80.0,84.0
244,2.7694423605901477,2103352.0,306.0,348.0,2267099.0,-56.0,-59.0
245,2.776694173543386,2111595.0,-42.0,-48.0,2276325.0,-112.0,-117.0
246,2.783945986496624,2120435.0,162.0,184.0,2285520.0,-194.0,-204.0
247,2.7911977994498622,2129304.0,395.0,450.0,2295327.0,244.0,257.0
248,2.7984496124031004,2137900.0,373.0,425.0,2304137.0,-165.0,-174.0
249,2.805701425356339,2145776.0,-317.0,-361.0,2313833.0,179.0,188.0
250,2.812953238309577,2154381.0,-329.0,-375.0,2322878.0,-31.0,-32.0
251,2.820205051262816,2163398.0,39.0,45.0,2332555.0,297.0,312.0
252,2.827456864216054,2172392.0,388.0,442.0,2341817.0,271.0,285.0
253,2.834708677169292,2180295.0,-277.0,-315.0,2350520.0,-230.0,-241.0
254,2.8419604901225304,2189419.0,192.0,218.0,2360051.0,-26.0,-27.0
255,2.8492123030757686,2197443.0,-360.0,-409.0,2369697.0,275.0,289.0
256,2.856464116029007,2206181.0,-249.0,-284.0,2378944.0,238.0,250.0
257,2.863715928982246,2215321.0,234.0,266.0,2388038.0,69.0,73.0
258,2.870967741935484,2223705.0,16.0,18.0,2397376.0,108.0,114.0
259,2.878219554888722,2232307.0,0.0,0.0,2406374.0,-141.0,-148.0
260,2.8854713678419603,2240497.0,-398.0,-453.0,2415627.0,-174.0,-183.0
261,2.8927231807951985,2249227.0,-295.0,-336.0,2425086.0,-31.0,-33.0
262,2.899974993748437,2258138.0,-23.0,-26.0,2434441.0,22.0,23.0
263,2.9072268067016753,2266537.0,-228.0,-259.0,2443308.0,-339.0,-357.0
264,2.914478619654914,2275763.0,336.0,383.0,2452653.0,-294.0,-309.0
265,2.921730432608152,2283896.0,-115.0,-131.0,2462236.0,-45.0,-48.0
266,2.9289822455613903,2292565.0,-68.0,-77.0,2472017.0,371.0,390.0
267,2.9362340585146285,2301312.0,50.0,56.0,2480548.0,-276.0,-290.0
268,2.9434858714678667,2310051.0,161.0,183.0,2489732.0,-369.0,-387.0
269,2.9507376844211053,2318223.0,-253.0,-288.0,2499294.0,-138.0,-145.0
270,2.9579894973743435,2327204.0,82.0,93.0,2508650.0,-83.0,-87.0
271,2.965241310327582,2335553.0,-168.0,-191.0,2517916.0,-105.0,-110.0
272,2.9724931232808203,2344262.0,-84.0,-96.0,2527401.0,59.0,62.0
273,2.9797449362340584,2353212.0,223.0,254.0,2536849.0,192.0,202.0
274,2.9869967491872966,2361174.0,-387.0,-440.0,2545730.0,-157.0,-165.0
275,2.994248562140535,2370460.0,232.0,264.0,2554771.0,-370.0,-389.0
276,3.0015003750937734,2379084.0,237.0,270.0,2564820.0,274.0,288.0
277,3.0087521880470116,2387592.0,133.0,152.0,2573405.0,-328.0,-345.0
278,3.01600400100025,2396113.0,42.0,48.0,2583173.0,77.0,81.0
279,3.0232558139534884,2404843.0,146.0,166.0,2592598.0,191.0,201.0
280,3.0305076269067266,2413267.0,-35.0,-39.0,2601733.0,57.0,60.0
281,3.0377594398599648,2421905.0,-16.0,-19.0,2611182.0,191.0,201.0
282,3.0450112528132034,2430876.0,309.0,352.0,2619811.0,-372.0,-391.0
283,3.0522630657664416,2438907.0,-236.0,-269.0,2629224.0,-269.0,-283.0
284,3.0595148787196798,2447483.0,-276.0,-314.0,2639061.0,195.0,205.0
285,3.066766691672918,2456014.0,-357.0,-407.0,2648015.0,-92.0,-96.0
286,3.0740185046261566,2464817.0,-187.0,-213.0,2657030.0,-327.0,-344.0
287,3.0812703175793947,2473873.0,219.0,250.0,2666527.0,-152.0,-160.0
288,3.088522130532633,2482300.0,40.0,46.0,2675571.0,-364.0,-382.0
289,3.0957739434858715,2490707.0,-155.0,-177.0,2685156.0,-114.0,-119.0
290,3.1030257564391097,2499654.0,149.0,169.0,2694859.0,236.0,249.0
291,3.110277569392348,2508152.0,36.0,40.0,2703859.0,-11.0,-12.0
292,3.1175293823455865,2516320.0,-382.0,-435.0,2712943.0,-188.0,-198.0
293,3.1247811952988247,2525198.0,-142.0,-161.0,2722851.0,336.0,353.0
294,3.132033008252063,2533830.0,-129.0,-147.0,2731453.0,-251.0,-264.0
295,3.139284821205301,2542224.0,-339.0,-386.0,2740810.0,-196.0,-206.0
296,3.1465366341585397,2550887.0,-298.0,-339.0,2750099.0,-198.0,-208.0
297,3.153788447111778,2559881.0,50.0,57.0,2759242.0,-324.0,-341.0
298,3.161040260065016,2568524.0,73.0,83.0,2769292.0,321.0,338.0
299,3.1682920730182547,2577064.0,0.0,0.0,2778105.0,-86.0,-90.0
300,3.175543885971493,2585426.0,-239.0,-272.0,2787414.0,-71.0,-75.0
301,3.182795698924731,2594049.0,-235.0,-268.0,2796420.0,-315.0,-331.0
302,3.190047511877969,2603178.0,239.0,272.0,2805769.0,-266.0,-279.0
303,3.197299324831208,2611478.0,-57.0,-65.0,2815111.0,-223.0,-234.0
304,3.204551137784446,2620448.0,268.0,305.0,2824796.0,112.0,117.0
305,3.211802950737684,2628720.0,-53.0,-61.0,2834378.0,359.0,377.0
306,3.219054763690923,2637103.0,-272.0,-310.0,2843117.0,-111.0,-117.0
307,3.226306576644161,2646045.0,26.0,30.0,2852821.0,240.0,252.0
308,3.233558389597399,2654332.0,-281.0,-320.0,2861385.0,-380.0,-399.0
309,3.240810202550638,2663037.0,-202.0,-229.0,2871539.0,354.0,372.0
310,3.248062015503876,2671481.0,-364.0,-414.0,2880491.0,65.0,68.0
311,3.255313828457114,2680751.0,240.0,274.0,2889719.0,10.0,11.0
312,3.2625656414103523,2689397.0,266.0,303.0,2898569.0,-365.0,-384.0
313,3.269817454363591,2697939.0,194.0,221.0,2908655.0,311.0,327.0
314,3.277069267316829,2706566.0,202.0,230.0,2917176.0,-345.0,-363.0
315,3.2843210802700673,2714778.0,-176.0,-200.0,2926957.0,71.0,75.0
316,3.291572893223306,2723733.0,136.0,154.0,2935907.0,-219.0,-231.0
317,3.298824706176544,2732419.0,198.0,226.0,2945730.0,233.0,245.0
318,3.3060765191297823,2740687.0,-127.0,-145.0,2954440.0,-262.0,-275.0
319,3.3133283320830205,2749648.0,189.0,216.0,2963948.0,-77.0,-81.0
320,3.320580145036259,2758157.0,88.0,100.0,2973481.0,127.0,134.0
321,3.3278319579894973,2766373.0,-286.0,-326.0,2982583.0,-34.0,-35.0
322,3.3350837709427354,2775536.0,219.0,249.0,2991859.0,-47.0,-50.0
323,3.342335583895974,2783737.0,-168.0,-192.0,3001192.0,-12.0,-12.0
324,3.3495873968492123,2792818.0,260.0,296.0,3010883.0,328.0,344.0
325,3.3568392098024504,2801111.0,-42.0,-48.0,3019580.0,-179.0,-188.0
326,3.364091022755689,2809594.0,-169.0,-192.0,3029400.0,272.0,286.0
327,3.3713428357089272,2818000.0,-366.0,-417.0,3037967.0,-346.0,-364.0
328,3.3785946486621654,2827233.0,203.0,231.0,3047205.0,-392.0,-412.0
329,3.3858464616154036,2835619.0,-12.0,-14.0,3057283.0,278.0,293.0
330,3.393098274568642,2844526.0,255.0,290.0,3066674.0,363.0,381.0
331,3.4003500875218804,2852502.0,-342.0,-390.0,3075607.0,57.0,60.0
332,3.4076019004751186,2861159.0,-307.0,-350.0,3085130.0,255.0,268.0
333,3.414853713428357,2870526.0,387.0,441.0,3094345.0,189.0,199.0
334,3.4221055263815954,2878737.0,9.0,10.0,3103062.0,-300.0,-315.0
335,3.4293573393348336,2887452.0,98.0,112.0,3112833.0,108.0,114.0
336,3.4366091522880717,2895903.0,-57.0,-65.0,3121992.0,-4.0,-4.0
337,3.4438609652413104,2904222.0,-336.0,-383.0,3130953.0,-287.0,-301.0
338,3.4511127781945485,2913321.0,109.0,124.0,3140336.0,-209.0,-219.0
339,3.4583645911477867,2921515.0,-285.0,-324.0,3149838.0,-29.0,-31.0
340,3.4656164041010253,2930038.0,-375.0,-427.0,3158793.0,-316.0,-332.0
341,3.4728682170542635,2939304.0,226.0,257.0,3168358.0,-83.0,-87.0
342,3.4801200300075017,2947613.0,-61.0,-69.0,3177903.0,132.0,139.0
343,3.48737184296074,2955924.0,-347.0,-395.0,3186966.0,-62.0,-65.0
344,3.4946236559139785,2965317.0,372.0,423.0,3196599.0,228.0,239.0
345,3.5018754688672167,2973196.0,-316.0,-359.0,3205386.0,-202.0,-212.0
346,3.509127281820455,2981818.0,-313.0,-356.0,3214672.0,-206.0,-217.0
347,3.5163790947736935,2990506.0,-249.0,-283.0,3224351.0,123.0,130.0
